condition,model,accuracy,macro_f1,training_seconds,inference_seconds,test_windows
Phone accel 5s,logistic_regression,0.19679412900733875,0.164139418955066,10.394220528192818,0.2883508522063494,5178
Phone accel 5s,random_forest,0.2865971417535728,0.2717318681366468,28.067615780979395,1.8362364452332258,5178
Phone fused 5s,logistic_regression,0.22108976871814975,0.20115788894341766,15.722372488118708,0.37533748196437955,5102
Phone fused 5s,random_forest,0.3094864758918071,0.28041481857221506,28.239456488750875,1.6762217711657286,5102
Phone fused 10s,logistic_regression,0.22730860299921074,0.20716426249515896,11.331145377829671,0.29511930607259274,2534
Phone fused 10s,random_forest,0.31452249408050514,0.28597840412904757,20.08846006402746,1.2874742201529443,2534
Watch fused 10s,logistic_regression,0.4995980707395498,0.4847739151074252,10.582712835166603,0.3209665701724589,2488
Watch fused 10s,random_forest,0.6213826366559485,0.619017138300926,22.170431246981025,1.5074618803337216,2488
